date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-01 01:00:00,-19.4,54.51,2.1,350.0,0.0,0.0,0.0
2018-01-01 02:00:00,-20.0,56.33,1.05,350.0,0.0,0.0,0.0
2018-01-01 03:00:00,-22.2,63.93,0.0,299.17,0.0,0.0,0.0
2018-01-01 04:00:00,-22.2,63.93,3.1,320.0,0.0,0.0,0.0
2018-01-01 05:00:00,-21.4,61.04,2.85,330.0,0.0,0.0,0.0
2018-01-01 06:00:00,-21.7,60.89,3.6,320.0,0.0,0.0,0.0
2018-01-01 07:00:00,-21.1,61.04,3.1,340.0,0.0,0.0,0.0
2018-01-01 08:00:00,-21.1,61.04,2.3,345.0,4.0,49.5,3.5
2018-01-01 09:00:00,-19.4,54.51,3.1,320.0,81.0,378.5,34.0
2018-01-01 10:00:00,-17.2,47.0,5.1,320.0,216.5,662.5,51.5
2018-01-01 11:00:00,-16.4,44.99,4.85,340.0,314.5,672.5,83.0
2018-01-01 12:00:00,-14.4,40.43,6.2,330.0,412.0,860.0,70.0
2018-01-01 13:00:00,-13.3,40.75,5.1,320.0,414.0,849.0,67.0
2018-01-01 14:00:00,-12.75,39.93,5.9,300.0,342.5,697.0,81.5
2018-01-01 15:00:00,-11.7,37.39,4.6,300.0,251.5,590.5,78.5
2018-01-01 16:00:00,-12.2,43.52,3.6,290.0,144.0,506.5,52.0
2018-01-01 17:00:00,-13.05,45.72,2.55,300.0,25.5,160.0,15.5
2018-01-01 18:00:00,-15.0,53.01,0.0,291.82,0.0,0.0,0.0
2018-01-01 19:00:00,-16.7,59.13,0.0,212.0,0.0,0.0,0.0
2018-01-01 20:00:00,-16.7,59.13,0.0,226.67,0.0,0.0,0.0
2018-01-01 21:00:00,-17.8,61.82,0.0,226.67,0.0,0.0,0.0
2018-01-01 22:00:00,-19.4,68.51,0.0,256.67,0.0,0.0,0.0
2018-01-01 23:00:00,-19.15,70.63,0.0,350.0,0.0,0.0,0.0
2018-01-02 00:00:00,-20.6,76.87,0.0,274.44,0.0,0.0,0.0
2018-01-02 01:00:00,-18.9,72.76,0.0,282.22,0.0,0.0,0.0
2018-01-02 02:00:00,-17.25,67.55,1.55,290.0,0.0,0.0,0.0
2018-01-02 03:00:00,-13.9,53.31,6.2,300.0,0.0,0.0,0.0
2018-01-02 04:00:00,-14.4,53.17,5.7,320.0,0.0,0.0,0.0
2018-01-02 05:00:00,-15.0,54.61,4.4,330.0,0.0,0.0,0.0
2018-01-02 06:00:00,-16.7,62.08,2.6,330.0,0.0,0.0,0.0
2018-01-02 07:00:00,-16.7,59.13,2.6,10.0,0.0,0.0,0.0
2018-01-02 08:00:00,-16.95,62.09,2.05,15.0,3.0,23.5,3.0
2018-01-02 09:00:00,-15.6,59.4,0.0,176.67,52.0,99.0,39.5
2018-01-02 10:00:00,-13.9,62.73,0.0,280.0,155.5,295.0,80.0
2018-01-02 11:00:00,-13.05,59.81,0.0,0.0,312.0,669.0,83.0
2018-01-02 12:00:00,-10.0,48.99,1.5,40.0,394.0,758.5,91.0
2018-01-02 13:00:00,-10.0,51.83,2.1,160.0,188.0,112.0,142.0
2018-01-02 14:00:00,-9.7,51.67,2.85,160.0,143.0,35.5,130.0
2018-01-02 15:00:00,-8.9,49.28,4.1,170.0,179.5,260.5,101.0
2018-01-02 16:00:00,-7.8,47.33,3.6,170.0,73.5,37.0,66.5
2018-01-02 17:00:00,-7.5,46.12,3.35,170.0,12.5,7.5,12.5
2018-01-02 18:00:00,-6.7,47.63,3.1,180.0,0.0,0.0,0.0
2018-01-02 19:00:00,-7.8,49.58,3.1,200.0,0.0,0.0,0.0
2018-01-02 20:00:00,-9.45,53.38,2.85,190.0,0.0,0.0,0.0
2018-01-02 21:00:00,-10.6,51.67,1.5,200.0,0.0,0.0,0.0
2018-01-02 22:00:00,-10.0,51.83,3.6,190.0,0.0,0.0,0.0
2018-01-02 23:00:00,-9.45,49.43,3.6,185.0,0.0,0.0,0.0
2018-01-03 00:00:00,-11.7,57.02,4.1,220.0,0.0,0.0,0.0
2018-01-03 01:00:00,-11.7,57.02,3.6,200.0,0.0,0.0,0.0
2018-01-03 02:00:00,-11.15,54.35,3.85,205.0,0.0,0.0,0.0
2018-01-03 03:00:00,-10.6,57.3,3.6,160.0,0.0,0.0,0.0
2018-01-03 04:00:00,-12.8,62.98,2.6,180.0,0.0,0.0,0.0
2018-01-03 05:00:00,-12.5,63.05,2.85,180.0,0.0,0.0,0.0
2018-01-03 06:00:00,-12.2,59.65,2.6,180.0,0.0,0.0,0.0
2018-01-03 07:00:00,-12.8,62.98,1.5,180.0,0.0,0.0,0.0
2018-01-03 08:00:00,-12.8,62.98,0.75,180.0,4.0,43.5,3.5
2018-01-03 09:00:00,-12.2,59.65,3.1,180.0,77.0,333.5,35.5
2018-01-03 10:00:00,-10.0,51.83,2.6,170.0,211.0,617.0,57.0
2018-01-03 11:00:00,-9.7,51.67,3.35,170.0,327.5,760.5,65.5
2018-01-03 12:00:00,-7.8,44.75,4.6,170.0,432.0,910.0,67.5
2018-01-03 13:00:00,-7.2,42.48,4.6,160.0,431.5,889.0,65.5
2018-01-03 14:00:00,-6.95,41.57,4.85,180.0,362.0,782.0,66.5
2018-01-03 15:00:00,-5.6,36.99,2.6,170.0,251.5,582.0,78.0
2018-01-03 16:00:00,-6.1,36.85,3.1,180.0,148.5,537.5,48.0
2018-01-03 17:00:00,-6.4,37.83,2.85,175.0,27.5,177.0,15.5
2018-01-03 18:00:00,-6.7,38.81,3.6,170.0,0.0,0.0,0.0
2018-01-03 19:00:00,-7.2,40.53,3.1,170.0,0.0,0.0,0.0
2018-01-03 20:00:00,-7.2,39.42,3.35,165.0,0.0,0.0,0.0
2018-01-03 21:00:00,-6.7,36.68,3.1,180.0,0.0,0.0,0.0
2018-01-03 22:00:00,-6.7,38.81,2.1,170.0,0.0,0.0,0.0
2018-01-03 23:00:00,-6.7,39.74,1.8,175.0,0.0,0.0,0.0
2018-01-04 00:00:00,-6.7,40.67,2.6,190.0,0.0,0.0,0.0
2018-01-04 01:00:00,-6.1,38.62,0.0,211.67,0.0,0.0,0.0
2018-01-04 02:00:00,-6.65,44.18,0.0,353.33,0.0,0.0,0.0
2018-01-04 03:00:00,-8.3,51.79,1.5,360.0,0.0,0.0,0.0
2018-01-04 04:00:00,-8.9,54.6,2.6,350.0,0.0,0.0,0.0
2018-01-04 05:00:00,-9.15,55.83,2.85,355.0,0.0,0.0,0.0
2018-01-04 06:00:00,-8.9,52.12,3.1,10.0,0.0,0.0,0.0
2018-01-04 07:00:00,-8.9,54.6,4.1,340.0,0.0,0.0,0.0
2018-01-04 08:00:00,-8.9,56.15,3.77,333.33,2.0,9.5,2.0
2018-01-04 09:00:00,-9.02,73.76,3.85,335.0,25.5,0.0,25.5
2018-01-04 10:00:00,-8.4,73.95,6.87,333.33,70.5,8.5,68.0
2018-01-04 11:00:00,-8.3,75.99,6.7,325.0,122.0,14.0,117.0
2018-01-04 12:00:00,-8.05,78.11,6.2,335.0,159.0,23.0,150.0
2018-01-04 13:00:00,-7.8,78.11,6.2,320.0,156.5,21.5,147.5
2018-01-04 14:00:00,-7.25,76.5,5.95,320.0,150.5,43.0,134.0
2018-01-04 15:00:00,-6.7,78.97,6.7,320.0,150.5,121.5,113.5
2018-01-04 16:00:00,-6.1,78.36,7.7,330.0,97.5,153.5,69.0
2018-01-04 17:00:00,-5.93,78.74,7.37,316.67,19.5,37.5,17.5
2018-01-04 18:00:00,-5.6,75.06,6.82,302.5,0.0,0.0,0.0
2018-01-04 19:00:00,-6.7,74.88,8.2,290.0,0.0,0.0,0.0
2018-01-04 20:00:00,-6.7,71.38,8.4,300.0,0.0,0.0,0.0
2018-01-04 21:00:00,-7.03,64.22,9.27,303.33,0.0,0.0,0.0
2018-01-04 22:00:00,-7.2,60.83,7.2,290.0,0.0,0.0,0.0
2018-01-04 23:00:00,-7.75,60.7,7.45,290.0,0.0,0.0,0.0
2018-01-05 00:00:00,-9.4,60.31,12.9,280.0,0.0,0.0,0.0
2018-01-05 01:00:00,-11.1,59.91,8.2,300.0,0.0,0.0,0.0
2018-01-05 02:00:00,-11.65,59.78,9.0,295.0,0.0,0.0,0.0
2018-01-05 03:00:00,-13.3,56.62,9.3,290.0,0.0,0.0,0.0
2018-01-05 04:00:00,-14.4,55.8,12.4,300.0,0.0,0.0,0.0
2018-01-05 05:00:00,-14.7,57.39,11.1,300.0,0.0,0.0,0.0
2018-01-05 06:00:00,-15.0,56.19,10.3,290.0,0.0,0.0,0.0
2018-01-05 07:00:00,-15.0,56.19,10.3,290.0,0.0,0.0,0.0
2018-01-05 08:00:00,-15.3,57.79,8.0,295.0,4.0,39.0,3.5
2018-01-05 09:00:00,-15.6,56.04,5.7,300.0,83.5,378.0,36.5
2018-01-05 10:00:00,-15.6,53.37,8.8,290.0,222.0,638.5,62.5
2018-01-05 11:00:00,-15.3,51.93,9.3,285.0,317.5,714.0,70.0
2018-01-05 12:00:00,-13.9,50.79,12.4,290.0,389.0,801.0,66.0
2018-01-05 13:00:00,-13.9,47.92,11.3,290.0,414.5,834.0,68.5
2018-01-05 14:00:00,-13.9,49.36,11.55,290.0,361.5,761.0,71.0
2018-01-05 15:00:00,-14.4,50.17,11.8,290.0,269.5,673.0,65.0
2018-01-05 16:00:00,-15.0,53.01,9.8,280.0,151.0,525.5,50.0
2018-01-05 17:00:00,-15.0,55.99,8.0,285.0,30.0,161.5,18.5
2018-01-05 18:00:00,-15.0,66.17,3.6,345.0,0.0,0.0,0.0
2018-01-05 19:00:00,-15.6,59.4,5.97,303.33,0.0,0.0,0.0
2018-01-05 20:00:00,-15.85,57.65,6.4,295.0,0.0,0.0,0.0
2018-01-05 21:00:00,-16.1,55.91,6.45,305.0,0.0,0.0,0.0
2018-01-05 22:00:00,-16.05,55.91,6.95,300.0,0.0,0.0,0.0
2018-01-05 23:00:00,-15.77,54.64,8.4,293.33,0.0,0.0,0.0
2018-01-06 00:00:00,-16.1,55.91,9.8,290.0,0.0,0.0,0.0
2018-01-06 01:00:00,-16.1,55.91,8.8,290.0,0.0,0.0,0.0
2018-01-06 02:00:00,-16.1,55.91,9.3,300.0,0.0,0.0,0.0
2018-01-06 03:00:00,-16.7,55.76,7.2,290.0,0.0,0.0,0.0
2018-01-06 04:00:00,-17.2,55.63,7.7,290.0,0.0,0.0,0.0
2018-01-06 05:00:00,-17.2,54.03,7.95,290.0,0.0,0.0,0.0
2018-01-06 06:00:00,-17.8,55.47,8.8,290.0,0.0,0.0,0.0
2018-01-06 07:00:00,-17.8,55.47,6.2,300.0,0.0,0.0,0.0
2018-01-06 08:00:00,-17.8,54.13,5.65,300.0,4.0,41.0,3.5
2018-01-06 09:00:00,-17.2,52.43,7.2,290.0,83.5,402.0,33.5
2018-01-06 10:00:00,-16.7,50.03,7.2,310.0,213.5,652.5,50.5
2018-01-06 11:00:00,-16.7,51.56,7.2,315.0,312.5,696.0,70.0
2018-01-06 12:00:00,-16.1,50.19,8.2,290.0,396.0,804.5,70.0
2018-01-06 13:00:00,-15.0,47.61,11.8,300.0,419.0,828.5,73.5
2018-01-06 14:00:00,-14.7,45.25,10.3,305.0,346.0,668.0,88.5
2018-01-06 15:00:00,-13.9,40.97,9.3,300.0,271.5,648.0,73.5
2018-01-06 16:00:00,-14.4,40.43,12.9,290.0,146.0,510.5,47.5
2018-01-06 17:00:00,-15.0,42.79,12.1,300.0,30.0,148.5,19.0
2018-01-06 18:00:00,-16.1,52.72,8.8,290.0,0.0,0.0,0.0
2018-01-06 19:00:00,-16.7,53.08,9.3,310.0,0.0,0.0,0.0
2018-01-06 20:00:00,-17.25,49.96,9.8,305.0,0.0,0.0,0.0
2018-01-06 21:00:00,-18.3,43.94,6.7,310.0,0.0,0.0,0.0
2018-01-06 22:00:00,-18.3,46.69,6.2,310.0,0.0,0.0,0.0
2018-01-06 23:00:00,-18.3,44.23,6.7,305.0,0.0,0.0,0.0
2018-01-07 00:00:00,-18.9,41.59,7.7,310.0,0.0,0.0,0.0
2018-01-07 01:00:00,-19.4,41.45,4.1,330.0,0.0,0.0,0.0
2018-01-07 02:00:00,-19.7,42.67,3.6,325.0,0.0,0.0,0.0
2018-01-07 03:00:00,-20.0,43.9,4.6,310.0,0.0,0.0,0.0
2018-01-07 04:00:00,-20.6,46.5,5.1,300.0,0.0,0.0,0.0
2018-01-07 05:00:00,-20.6,46.5,3.85,300.0,0.0,0.0,0.0
2018-01-07 06:00:00,-20.6,46.5,0.0,288.33,0.0,0.0,0.0
2018-01-07 07:00:00,-21.7,51.73,0.0,277.5,0.0,0.0,0.0
2018-01-07 08:00:00,-21.95,53.02,0.75,90.0,5.0,61.0,4.5
2018-01-07 09:00:00,-20.0,49.11,2.1,20.0,95.5,497.5,33.0
2018-01-07 10:00:00,-17.8,41.91,2.1,360.0,239.5,751.5,50.5
2018-01-07 11:00:00,-16.7,41.2,1.8,360.0,362.0,851.0,66.0
2018-01-07 12:00:00,-15.0,42.72,0.0,287.0,404.5,811.0,74.5
2018-01-07 13:00:00,-13.3,40.75,3.1,60.0,427.0,860.0,66.5
2018-01-07 14:00:00,-13.05,39.84,2.6,115.0,353.0,712.5,76.5
2018-01-07 15:00:00,-12.2,41.06,2.6,170.0,249.5,546.0,82.0
2018-01-07 16:00:00,-11.7,33.56,4.1,180.0,156.5,529.0,52.5
2018-01-07 17:00:00,-11.95,35.22,3.35,180.0,32.5,183.5,18.5
2018-01-07 18:00:00,-12.2,36.88,2.6,160.0,0.0,0.0,0.0
2018-01-07 19:00:00,-11.1,37.19,4.1,170.0,0.0,0.0,0.0
2018-01-07 20:00:00,-10.55,38.47,4.35,170.0,0.0,0.0,0.0
2018-01-07 21:00:00,-9.4,39.91,5.1,170.0,0.0,0.0,0.0
2018-01-07 22:00:00,-8.9,40.05,5.7,170.0,0.0,0.0,0.0
2018-01-07 23:00:00,-8.9,40.05,6.7,175.0,0.0,0.0,0.0
2018-01-08 00:00:00,-8.9,42.4,5.7,170.0,0.0,0.0,0.0
2018-01-08 01:00:00,-8.3,42.17,5.7,170.0,0.0,0.0,0.0
2018-01-08 02:00:00,-8.3,42.17,5.95,170.0,0.0,0.0,0.0
2018-01-08 03:00:00,-7.8,42.71,6.2,170.0,0.0,0.0,0.0
2018-01-08 04:00:00,-7.2,42.48,6.2,170.0,0.0,0.0,0.0
2018-01-08 05:00:00,-7.2,42.48,6.45,170.0,0.0,0.0,0.0
2018-01-08 06:00:00,-6.7,43.01,6.2,180.0,0.0,0.0,0.0
2018-01-08 07:00:00,-6.7,45.06,5.7,160.0,0.0,0.0,0.0
2018-01-08 08:00:00,-6.7,45.06,5.95,165.0,3.0,13.0,3.0
2018-01-08 09:00:00,-6.1,45.22,5.7,180.0,63.0,172.5,40.0
2018-01-08 10:00:00,-5.6,45.78,4.6,170.0,164.0,330.5,82.5
2018-01-08 11:00:00,-5.6,45.78,5.15,175.0,164.5,97.0,130.0
2018-01-08 12:00:00,-5.0,43.48,7.2,180.0,211.0,110.5,166.5
2018-01-08 13:00:00,-3.9,39.6,8.2,180.0,228.5,130.5,174.0
2018-01-08 14:00:00,-4.07,47.66,8.2,180.0,218.0,172.0,149.5
2018-01-08 15:00:00,-4.6,61.47,5.67,176.67,87.5,1.5,87.0
2018-01-08 16:00:00,-4.4,64.82,6.2,180.0,52.0,0.0,52.0
2018-01-08 17:00:00,-4.15,64.87,6.7,180.0,14.0,1.0,14.0
2018-01-08 18:00:00,-3.9,71.5,7.2,170.0,0.0,0.0,0.0
2018-01-08 19:00:00,-3.3,67.96,7.2,180.0,0.0,0.0,0.0
2018-01-08 20:00:00,-3.3,69.78,6.7,175.0,0.0,0.0,0.0
2018-01-08 21:00:00,-2.8,68.65,4.6,170.0,0.0,0.0,0.0
2018-01-08 22:00:00,-2.8,68.65,5.7,180.0,0.0,0.0,0.0
2018-01-08 23:00:00,-2.8,68.65,4.4,175.0,0.0,0.0,0.0
2018-01-09 00:00:00,-2.8,71.7,3.6,170.0,0.0,0.0,0.0
2018-01-09 01:00:00,-2.8,75.51,2.6,190.0,0.0,0.0,0.0
2018-01-09 02:00:00,-2.4,75.23,1.37,170.0,0.0,0.0,0.0
2018-01-09 03:00:00,-2.2,74.96,1.73,165.0,0.0,0.0,0.0
2018-01-09 04:00:00,-2.2,74.96,2.1,170.0,0.0,0.0,0.0
2018-01-09 05:00:00,-2.2,74.96,2.6,165.0,0.0,0.0,0.0
2018-01-09 06:00:00,0.6,72.72,2.6,290.0,0.0,0.0,0.0
2018-01-09 07:00:00,1.7,67.18,6.2,280.0,0.0,0.0,0.0
2018-01-09 08:00:00,1.4,68.66,4.4,275.0,4.0,34.0,3.5
2018-01-09 09:00:00,1.7,67.18,5.1,290.0,87.0,398.5,35.5
2018-01-09 10:00:00,2.2,61.61,4.6,290.0,243.0,733.5,57.0
2018-01-09 11:00:00,2.5,59.1,6.15,290.0,326.5,701.5,82.0
2018-01-09 12:00:00,2.8,48.92,6.2,300.0,364.0,636.5,102.5
2018-01-09 13:00:00,2.2,51.05,6.7,310.0,291.5,310.0,160.5
2018-01-09 14:00:00,1.95,51.98,6.95,295.0,182.0,92.5,145.5
2018-01-09 15:00:00,1.1,50.22,9.3,270.0,127.0,57.0,110.0
2018-01-09 16:00:00,0.6,49.42,9.3,290.0,74.0,17.0,70.5
2018-01-09 17:00:00,0.6,49.42,8.25,300.0,17.0,13.0,16.5
2018-01-09 18:00:00,0.0,54.38,3.6,300.0,0.0,0.0,0.0
2018-01-09 19:00:00,-0.6,54.24,5.1,310.0,0.0,0.0,0.0
2018-01-09 20:00:00,-0.3,50.55,6.15,305.0,0.0,0.0,0.0
2018-01-09 21:00:00,-0.6,51.92,5.7,320.0,0.0,0.0,0.0
2018-01-09 22:00:00,-0.6,51.92,2.1,330.0,0.0,0.0,0.0
2018-01-09 23:00:00,-1.15,52.94,2.35,330.0,0.0,0.0,0.0
2018-01-10 00:00:00,-3.9,58.91,0.0,265.0,0.0,0.0,0.0
2018-01-10 01:00:00,-5.6,64.56,0.0,267.78,0.0,0.0,0.0
2018-01-10 02:00:00,-6.15,67.78,0.75,296.39,0.0,0.0,0.0
2018-01-10 03:00:00,-8.3,73.95,0.0,325.0,0.0,0.0,0.0
2018-01-10 04:00:00,-8.3,73.95,0.0,110.0,0.0,0.0,0.0
2018-01-10 05:00:00,-8.85,73.85,0.0,15.0,0.0,0.0,0.0
2018-01-10 06:00:00,-11.1,77.62,0.0,70.0,0.0,0.0,0.0
2018-01-10 07:00:00,-11.1,81.99,0.0,125.0,0.0,0.0,0.0
2018-01-10 08:00:00,-11.1,79.8,0.75,180.0,5.5,66.0,5.0
2018-01-10 09:00:00,-8.3,86.08,0.0,90.0,102.0,557.0,32.5
2018-01-10 10:00:00,-3.9,64.93,0.0,0.0,246.5,774.5,49.5
2018-01-10 11:00:00,-3.05,63.44,0.0,90.0,353.5,818.5,64.5
2018-01-10 12:00:00,-1.1,54.11,3.6,180.0,418.5,851.0,68.0
2018-01-10 13:00:00,0.6,49.42,4.6,180.0,404.0,764.0,78.5
2018-01-10 14:00:00,1.15,48.76,4.1,175.0,406.5,863.0,66.5
2018-01-10 15:00:00,2.2,48.47,5.1,170.0,310.5,781.5,61.5
2018-01-10 16:00:00,2.2,48.47,5.1,180.0,161.5,522.0,54.0
2018-01-10 17:00:00,2.2,48.47,4.6,170.0,41.5,254.0,22.5
2018-01-10 18:00:00,1.7,48.11,4.6,160.0,0.0,0.0,0.0
2018-01-10 19:00:00,2.2,48.47,5.7,170.0,0.0,0.0,0.0
2018-01-10 20:00:00,2.2,49.76,5.95,175.0,0.0,0.0,0.0
2018-01-10 21:00:00,2.8,51.07,5.7,170.0,0.0,0.0,0.0
2018-01-10 22:00:00,2.8,53.76,6.2,170.0,0.0,0.0,0.0
2018-01-10 23:00:00,3.05,54.19,6.2,170.0,0.0,0.0,0.0
2018-01-11 00:00:00,2.8,56.58,6.7,180.0,0.0,0.0,0.0
2018-01-11 01:00:00,2.8,59.04,5.7,170.0,0.0,0.0,0.0
2018-01-11 02:00:00,2.8,59.04,4.9,165.0,0.0,0.0,0.0
2018-01-11 03:00:00,2.8,59.04,5.7,160.0,0.0,0.0,0.0
2018-01-11 04:00:00,3.3,62.53,3.6,170.0,0.0,0.0,0.0
2018-01-11 05:00:00,3.3,64.14,4.35,170.0,0.0,0.0,0.0
2018-01-11 06:00:00,3.9,65.72,5.7,170.0,0.0,0.0,0.0
2018-01-11 07:00:00,3.9,72.01,5.1,160.0,0.0,0.0,0.0
2018-01-11 08:00:00,4.15,72.53,4.85,170.0,2.5,12.5,2.5
2018-01-11 09:00:00,5.0,75.85,5.1,180.0,64.0,199.0,36.0
2018-01-11 10:00:00,5.6,72.75,5.1,180.0,57.5,56.0,45.0
2018-01-11 11:00:00,6.15,72.85,4.85,175.0,145.5,48.0,128.0
2018-01-11 12:00:00,8.3,68.25,6.7,160.0,277.5,303.0,150.5
2018-01-11 13:00:00,8.9,67.89,4.6,170.0,309.0,340.5,163.0
2018-01-11 14:00:00,9.15,68.19,5.4,170.0,292.0,377.0,143.0
2018-01-11 15:00:00,9.4,70.93,4.1,170.0,220.0,327.5,113.0
2018-01-11 16:00:00,9.4,70.93,8.2,180.0,110.5,157.0,77.5
2018-01-11 17:00:00,9.4,72.45,7.45,180.0,28.0,59.5,23.5
2018-01-11 18:00:00,9.4,77.12,4.6,180.0,0.0,0.0,0.0
2018-01-11 19:00:00,10.0,76.69,5.7,170.0,0.0,0.0,0.0
2018-01-11 20:00:00,10.0,78.31,5.7,165.0,0.0,0.0,0.0
2018-01-11 21:00:00,9.4,77.12,3.6,170.0,0.0,0.0,0.0
2018-01-11 22:00:00,8.3,79.68,2.1,200.0,0.0,0.0,0.0
2018-01-11 23:00:00,9.15,78.18,3.9,185.0,0.0,0.0,0.0
2018-01-12 00:00:00,10.6,76.78,5.7,160.0,0.0,0.0,0.0
2018-01-12 01:00:00,10.0,79.93,5.1,170.0,0.0,0.0,0.0
2018-01-12 02:00:00,10.0,83.05,6.4,165.0,0.0,0.0,0.0
2018-01-12 03:00:00,10.4,89.21,6.37,176.67,0.0,0.0,0.0
2018-01-12 04:00:00,11.7,85.77,7.2,180.0,0.0,0.0,0.0
2018-01-12 05:00:00,11.95,86.09,6.95,175.0,0.0,0.0,0.0
2018-01-12 06:00:00,12.8,86.46,6.2,170.0,0.0,0.0,0.0
2018-01-12 07:00:00,12.8,89.39,6.2,170.0,0.0,0.0,0.0
2018-01-12 08:00:00,12.8,89.39,6.7,170.0,3.0,11.0,3.0
2018-01-12 09:00:00,12.8,89.39,6.95,175.0,40.5,12.5,38.5
2018-01-12 10:00:00,13.04,90.02,7.1,172.0,108.5,51.5,94.5
2018-01-12 11:00:00,13.5,89.75,6.87,166.67,132.5,58.5,112.5
2018-01-12 12:00:00,14.4,90.1,6.2,180.0,146.5,40.5,130.0
2018-01-12 13:00:00,15.6,86.17,7.2,170.0,83.5,0.0,83.5
2018-01-12 14:00:00,15.85,86.48,7.7,170.0,106.0,7.5,103.0
2018-01-12 15:00:00,16.1,89.65,4.1,180.0,113.5,33.5,103.0
2018-01-12 16:00:00,16.1,89.65,6.7,180.0,60.0,1.5,59.5
2018-01-12 17:00:00,16.65,88.27,7.45,175.0,17.0,2.0,17.0
2018-01-12 18:00:00,17.2,83.59,6.2,180.0,0.0,0.0,0.0
2018-01-12 19:00:00,16.7,86.28,5.7,180.0,0.0,0.0,0.0
2018-01-12 20:00:00,16.4,87.97,3.9,210.0,0.0,0.0,0.0
2018-01-12 21:00:00,15.25,90.1,5.15,240.0,0.0,0.0,0.0
2018-01-12 22:00:00,7.25,88.89,5.4,285.0,0.0,0.0,0.0
2018-01-12 23:00:00,5.85,88.82,5.93,282.5,0.0,0.0,0.0
2018-01-13 00:00:00,4.3,88.65,4.6,343.33,0.0,0.0,0.0
2018-01-13 01:00:00,3.3,89.23,3.93,333.33,0.0,0.0,0.0
2018-01-13 02:00:00,2.77,87.29,6.17,130.0,0.0,0.0,0.0
2018-01-13 03:00:00,1.1,84.32,4.6,20.0,0.0,0.0,0.0
2018-01-13 04:00:00,0.9,87.42,4.8,23.33,0.0,0.0,0.0
2018-01-13 05:00:00,-0.63,85.3,7.9,78.33,0.0,0.0,0.0
2018-01-13 06:00:00,-2.55,82.99,6.82,185.0,0.0,0.0,0.0
2018-01-13 07:00:00,-3.54,82.22,5.46,354.0,0.0,0.0,0.0
2018-01-13 08:00:00,-4.42,80.59,5.78,312.5,4.5,23.0,4.5
2018-01-13 09:00:00,-6.7,82.53,5.4,315.0,91.0,345.0,45.0
2018-01-13 10:00:00,-7.13,70.89,7.2,303.33,153.5,345.0,71.0
2018-01-13 11:00:00,-7.67,69.28,8.77,293.33,145.0,66.5,120.5
2018-01-13 12:00:00,-7.1,64.22,8.25,310.0,296.0,363.0,142.5
2018-01-13 13:00:00,-7.2,60.83,7.7,300.0,420.5,775.5,84.5
2018-01-13 14:00:00,-6.95,59.54,8.25,295.0,379.5,746.5,78.5
2018-01-13 15:00:00,-7.2,58.12,11.3,290.0,247.5,442.0,101.0
2018-01-13 16:00:00,-8.3,57.86,9.8,290.0,133.5,276.0,73.5
2018-01-13 17:00:00,-8.85,59.09,9.8,295.0,33.5,90.5,25.5
2018-01-13 18:00:00,-10.0,63.61,10.3,300.0,0.0,0.0,0.0
2018-01-13 19:00:00,-10.6,60.59,9.8,300.0,0.0,0.0,0.0
2018-01-13 20:00:00,-10.85,61.98,9.0,300.0,0.0,0.0,0.0
2018-01-13 21:00:00,-12.2,63.11,8.2,300.0,0.0,0.0,0.0
2018-01-13 22:00:00,-12.8,60.07,4.6,310.0,0.0,0.0,0.0
2018-01-13 23:00:00,-13.05,59.73,4.6,305.0,0.0,0.0,0.0
2018-01-14 00:00:00,-13.3,59.39,4.6,300.0,0.0,0.0,0.0
2018-01-14 01:00:00,-13.9,56.47,4.1,310.0,0.0,0.0,0.0
2018-01-14 02:00:00,-14.15,57.8,3.85,310.0,0.0,0.0,0.0
2018-01-14 03:00:00,-14.4,55.8,3.6,320.0,0.0,0.0,0.0
2018-01-14 04:00:00,-15.0,58.97,3.6,310.0,0.0,0.0,0.0
2018-01-14 05:00:00,-15.0,58.97,3.6,325.0,0.0,0.0,0.0
2018-01-14 06:00:00,-15.6,59.4,4.1,340.0,0.0,0.0,0.0
2018-01-14 07:00:00,-16.1,58.7,5.1,320.0,0.0,0.0,0.0
2018-01-14 08:00:00,-16.1,58.7,4.1,325.0,5.0,57.0,4.5
2018-01-14 09:00:00,-15.0,53.02,4.6,320.0,97.5,480.0,33.0
2018-01-14 10:00:00,-13.9,53.31,4.6,330.0,262.5,810.5,49.5
2018-01-14 11:00:00,-13.35,52.2,4.1,325.0,291.5,519.0,105.5
2018-01-14 12:00:00,-11.7,46.26,3.1,10.0,426.5,835.0,74.0
2018-01-14 13:00:00,-10.6,41.92,2.6,340.0,465.0,906.0,69.5
2018-01-14 14:00:00,-10.3,42.0,2.85,325.0,413.0,843.5,70.5
2018-01-14 15:00:00,-8.9,40.05,2.6,350.0,298.0,685.0,74.5
2018-01-14 16:00:00,-9.4,41.86,2.6,360.0,211.5,777.5,42.0
2018-01-14 17:00:00,-10.25,47.95,2.85,195.0,56.0,362.0,23.0
2018-01-14 18:00:00,-11.7,54.39,2.1,360.0,0.0,0.0,0.0
2018-01-14 19:00:00,-12.2,56.9,1.5,350.0,0.0,0.0,0.0
2018-01-14 20:00:00,-12.5,59.94,1.8,350.0,0.0,0.0,0.0
