date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-07-05 23:00:00,27.5,69.44,4.35,180.0,0.0,0.0,0.0
2018-07-06 00:00:00,27.2,74.16,4.1,180.0,0.0,0.0,0.0
2018-07-06 01:00:00,26.7,76.38,4.1,180.0,0.0,0.0,0.0
2018-07-06 02:00:00,26.7,76.38,4.35,175.0,0.0,0.0,0.0
2018-07-06 03:00:00,26.1,79.13,4.6,190.0,0.0,0.0,0.0
2018-07-06 04:00:00,25.0,84.47,4.1,200.0,0.0,0.0,0.0
2018-07-06 05:00:00,25.0,83.2,3.85,195.0,1.5,1.5,1.5
2018-07-06 06:00:00,25.6,79.06,3.1,180.0,26.5,0.0,26.5
2018-07-06 07:00:00,25.6,81.51,2.1,230.0,53.0,4.0,52.0
2018-07-06 08:00:00,25.3,81.72,2.35,260.0,40.0,0.0,40.0
2018-07-06 09:00:00,25.0,71.09,6.2,290.0,275.5,55.5,239.0
2018-07-06 10:00:00,25.6,66.49,7.2,260.0,405.0,111.5,319.5
2018-07-06 11:00:00,25.85,65.52,6.45,270.0,516.0,174.5,362.0
2018-07-06 12:00:00,27.8,56.26,9.3,280.0,907.0,780.5,184.5
2018-07-06 13:00:00,28.3,50.98,7.7,300.0,967.0,910.5,115.0
2018-07-06 14:00:00,28.85,46.27,8.25,300.0,761.0,501.0,309.5
2018-07-06 15:00:00,28.9,37.08,7.2,300.0,812.5,817.0,138.5
2018-07-06 16:00:00,26.7,40.54,6.7,320.0,610.5,555.5,214.5
2018-07-06 17:00:00,26.4,39.16,6.2,325.0,419.0,382.0,204.5
2018-07-06 18:00:00,23.9,41.38,6.7,330.0,307.0,514.0,105.0
2018-07-06 19:00:00,22.2,42.59,8.8,330.0,158.5,478.5,56.0
2018-07-06 20:00:00,21.4,43.85,7.75,335.0,34.0,226.5,17.5
2018-07-06 21:00:00,18.3,52.05,3.1,360.0,0.0,0.0,0.0
2018-07-06 22:00:00,17.2,53.92,4.6,340.0,0.0,0.0,0.0
2018-07-06 23:00:00,17.2,51.96,4.6,345.0,0.0,0.0,0.0
2018-07-07 00:00:00,16.1,55.5,3.1,340.0,0.0,0.0,0.0
2018-07-07 01:00:00,15.0,57.55,3.1,350.0,0.0,0.0,0.0
2018-07-07 02:00:00,14.45,60.75,1.55,350.0,0.0,0.0,0.0
2018-07-07 03:00:00,12.8,68.71,0.0,340.83,0.0,0.0,0.0
2018-07-07 04:00:00,11.1,80.08,0.0,331.67,0.0,0.0,0.0
2018-07-07 05:00:00,11.4,79.85,0.0,322.5,4.5,45.0,4.0
2018-07-07 06:00:00,13.9,77.31,0.0,313.33,96.5,458.0,33.0
2018-07-07 07:00:00,16.7,59.97,0.0,320.0,269.5,701.0,54.0
2018-07-07 08:00:00,17.8,56.09,0.0,193.33,459.0,820.5,66.0
2018-07-07 09:00:00,20.6,41.84,0.0,243.33,638.5,886.5,74.0
2018-07-07 10:00:00,21.7,40.75,2.1,30.0,792.0,924.5,81.0
2018-07-07 11:00:00,22.25,39.43,1.8,165.0,906.5,946.5,86.0
2018-07-07 12:00:00,23.3,36.97,2.6,40.0,971.5,957.0,87.5
2018-07-07 13:00:00,24.4,34.6,0.0,163.0,983.5,956.0,89.0
2018-07-07 14:00:00,24.4,35.2,1.3,180.0,939.5,942.5,90.0
2018-07-07 15:00:00,25.0,33.39,1.5,195.56,845.5,919.0,89.0
2018-07-07 16:00:00,26.7,35.03,2.1,20.0,708.0,883.0,83.5
2018-07-07 17:00:00,26.4,34.94,2.1,160.0,539.0,825.0,76.0
2018-07-07 18:00:00,26.1,33.7,0.0,244.44,353.5,730.5,65.0
2018-07-07 19:00:00,25.0,40.32,0.0,135.0,171.5,557.5,47.5
2018-07-07 20:00:00,23.6,45.84,0.0,0.0,32.0,199.5,17.0
2018-07-07 21:00:00,20.6,56.65,0.0,120.0,0.0,0.0,0.0
2018-07-07 22:00:00,18.3,65.36,0.0,240.0,0.0,0.0,0.0
2018-07-07 23:00:00,17.75,67.71,0.0,220.0,0.0,0.0,0.0
2018-07-08 00:00:00,16.1,72.2,1.5,180.0,0.0,0.0,0.0
2018-07-08 01:00:00,16.7,72.32,0.0,195.0,0.0,0.0,0.0
2018-07-08 02:00:00,15.85,74.9,0.0,210.0,0.0,0.0,0.0
2018-07-08 03:00:00,15.0,77.48,0.0,225.0,0.0,0.0,0.0
2018-07-08 04:00:00,14.4,80.54,0.0,240.0,0.0,0.0,0.0
2018-07-08 05:00:00,13.85,83.53,0.0,290.0,4.0,34.0,3.5
2018-07-08 06:00:00,16.1,77.65,0.0,145.0,90.5,405.5,34.5
2018-07-08 07:00:00,18.3,67.56,0.0,0.0,259.0,657.0,58.0
2018-07-08 08:00:00,19.7,62.16,0.0,0.0,445.5,781.5,72.0
2018-07-08 09:00:00,22.8,53.23,0.0,196.67,623.0,851.5,82.0
2018-07-08 10:00:00,24.4,49.95,0.0,128.75,775.0,893.0,89.5
2018-07-08 11:00:00,26.1,45.14,1.5,291.0,870.0,851.0,134.0
2018-07-08 12:00:00,27.8,36.77,3.1,271.11,952.5,923.5,100.5
2018-07-08 13:00:00,28.3,34.32,2.1,60.0,962.5,911.5,110.5
2018-07-08 14:00:00,28.9,34.49,0.0,236.0,927.0,925.5,93.5
2018-07-08 15:00:00,28.9,33.15,0.0,152.22,835.0,905.0,90.0
2018-07-08 16:00:00,30.0,34.8,1.5,268.75,699.5,868.5,85.5
2018-07-08 17:00:00,29.7,34.16,1.8,230.0,532.0,810.0,78.0
2018-07-08 18:00:00,28.3,38.4,3.6,210.0,347.5,713.5,66.5
2018-07-08 19:00:00,26.7,43.57,2.1,200.0,167.5,540.5,48.0
2018-07-08 20:00:00,25.85,45.1,1.05,200.0,31.0,187.5,17.0
2018-07-08 21:00:00,23.3,51.65,0.0,213.89,0.0,0.0,0.0
2018-07-08 22:00:00,21.1,59.06,0.0,227.78,0.0,0.0,0.0
2018-07-08 23:00:00,21.1,59.06,0.0,241.67,0.0,0.0,0.0
2018-07-09 00:00:00,20.0,63.2,0.0,255.56,0.0,0.0,0.0
2018-07-09 01:00:00,18.3,70.27,0.0,246.37,0.0,0.0,0.0
2018-07-09 02:00:00,18.05,71.39,0.0,237.19,0.0,0.0,0.0
2018-07-09 03:00:00,17.2,75.32,0.0,228.0,0.0,0.0,0.0
2018-07-09 04:00:00,16.7,80.33,0.0,240.0,0.0,0.0,0.0
2018-07-09 05:00:00,16.7,79.04,0.75,190.0,3.0,28.5,3.0
2018-07-09 06:00:00,18.9,69.93,2.6,180.0,89.0,408.5,33.5
2018-07-09 07:00:00,20.6,65.43,3.1,190.0,256.0,660.0,55.0
2018-07-09 08:00:00,21.4,62.38,2.85,175.0,443.0,787.5,68.0
2018-07-09 09:00:00,24.4,53.65,1.5,190.0,622.5,861.0,76.5
2018-07-09 10:00:00,26.7,48.65,2.1,228.89,777.5,905.0,83.5
2018-07-09 11:00:00,27.5,45.63,2.1,200.0,893.0,930.5,88.0
2018-07-09 12:00:00,30.6,37.32,3.6,280.0,960.0,942.5,91.0
2018-07-09 13:00:00,31.7,32.64,3.6,300.0,973.5,943.5,92.5
2018-07-09 14:00:00,32.25,33.44,4.9,250.0,931.0,934.5,90.0
2018-07-09 15:00:00,32.8,32.94,3.6,330.0,839.0,913.5,88.0
2018-07-09 16:00:00,32.8,30.67,2.6,320.0,703.5,879.0,82.5
2018-07-09 17:00:00,32.8,31.28,3.6,305.0,535.0,821.0,75.5
2018-07-09 18:00:00,31.7,32.64,3.1,280.0,350.0,725.0,64.5
2018-07-09 19:00:00,29.4,39.98,3.1,290.0,169.0,551.0,47.5
2018-07-09 20:00:00,28.05,44.32,2.6,280.0,31.0,195.5,17.0
2018-07-09 21:00:00,23.9,61.67,2.1,210.0,0.0,0.0,0.0
2018-07-09 22:00:00,23.3,61.93,0.0,222.86,0.0,0.0,0.0
2018-07-09 23:00:00,22.5,62.55,0.0,231.67,0.0,0.0,0.0
2018-07-10 00:00:00,22.2,61.28,1.5,170.0,0.0,0.0,0.0
2018-07-10 01:00:00,20.0,67.91,0.0,280.0,0.0,0.0,0.0
2018-07-10 02:00:00,19.45,70.31,0.0,268.75,0.0,0.0,0.0
2018-07-10 03:00:00,17.8,74.93,0.0,257.5,0.0,0.0,0.0
2018-07-10 04:00:00,17.2,80.92,2.1,180.0,0.0,0.0,0.0
2018-07-10 05:00:00,17.5,80.7,1.8,175.0,2.5,16.0,2.5
2018-07-10 06:00:00,20.0,75.78,1.5,190.0,82.0,318.5,38.5
2018-07-10 07:00:00,22.8,63.83,2.1,193.08,242.5,574.0,68.0
2018-07-10 08:00:00,23.6,60.89,2.1,266.15,420.5,693.0,91.0
2018-07-10 09:00:00,27.8,48.94,3.1,250.0,590.0,756.0,112.5
2018-07-10 10:00:00,28.3,46.04,1.5,180.0,741.5,813.0,118.5
2018-07-10 11:00:00,28.85,46.19,0.75,180.0,776.5,656.0,210.0
2018-07-10 12:00:00,31.1,40.46,3.6,260.0,893.5,797.0,158.5
2018-07-10 13:00:00,32.2,35.42,4.1,300.0,927.5,863.0,122.0
2018-07-10 14:00:00,32.5,34.83,4.1,260.0,802.0,630.0,232.5
2018-07-10 15:00:00,32.2,38.01,2.6,270.0,605.0,346.5,320.0
2018-07-10 16:00:00,25.8,64.04,7.2,240.0,234.0,127.0,141.0
2018-07-10 17:00:00,25.42,66.58,4.75,207.5,269.0,219.0,154.0
2018-07-10 18:00:00,27.8,56.26,3.6,240.0,292.0,456.5,111.0
2018-07-10 19:00:00,26.7,66.72,2.6,290.0,150.0,398.5,61.5
2018-07-10 20:00:00,26.15,67.66,2.85,275.0,26.0,110.0,18.0
2018-07-10 21:00:00,24.4,64.18,3.1,350.0,0.0,0.0,0.0
2018-07-10 22:00:00,22.8,73.41,2.1,340.0,0.0,0.0,0.0
2018-07-10 23:00:00,22.5,73.36,1.05,340.0,0.0,0.0,0.0
2018-07-11 00:00:00,22.2,71.02,3.1,350.0,0.0,0.0,0.0
2018-07-11 01:00:00,21.7,70.47,2.6,360.0,0.0,0.0,0.0
2018-07-11 02:00:00,21.4,71.79,3.35,190.0,0.0,0.0,0.0
2018-07-11 03:00:00,20.6,70.26,3.6,10.0,0.0,0.0,0.0
2018-07-11 04:00:00,19.4,75.68,2.1,340.0,0.0,0.0,0.0
2018-07-11 05:00:00,19.15,79.74,2.1,345.0,0.5,0.0,0.5
2018-07-11 06:00:00,20.0,78.24,3.1,330.0,15.5,0.0,15.5
2018-07-11 07:00:00,20.6,73.02,2.1,340.0,78.5,13.5,74.0
2018-07-11 08:00:00,20.85,69.28,3.35,180.0,228.5,89.0,186.5
2018-07-11 09:00:00,22.2,61.28,3.1,340.0,464.0,362.0,229.0
2018-07-11 10:00:00,25.0,53.8,3.1,36.15,721.5,710.0,177.5
2018-07-11 11:00:00,25.55,48.75,3.85,30.0,857.5,843.5,129.5
2018-07-11 12:00:00,27.2,38.09,4.1,20.0,930.5,880.5,120.0
2018-07-11 13:00:00,27.8,35.34,4.6,10.0,949.5,897.0,113.0
2018-07-11 14:00:00,28.05,34.27,4.1,185.0,912.5,894.5,108.5
2018-07-11 15:00:00,28.3,29.62,3.6,20.0,825.0,882.5,100.5
2018-07-11 16:00:00,28.3,29.62,3.6,20.0,692.0,851.0,92.5
2018-07-11 17:00:00,28.05,30.06,3.6,40.0,526.5,797.0,81.5
2018-07-11 18:00:00,26.7,28.97,4.6,30.0,344.0,705.5,67.5
2018-07-11 19:00:00,25.0,34.54,3.1,30.0,164.5,535.5,47.5
2018-07-11 20:00:00,24.15,35.76,3.35,25.0,28.5,177.5,16.0
2018-07-11 21:00:00,21.1,45.55,2.1,350.0,0.0,0.0,0.0
2018-07-11 22:00:00,19.4,45.07,3.1,340.0,0.0,0.0,0.0
2018-07-11 23:00:00,19.15,46.76,2.6,340.0,0.0,0.0,0.0
2018-07-12 00:00:00,17.8,55.94,2.1,350.0,0.0,0.0,0.0
2018-07-12 01:00:00,16.1,62.31,0.0,290.0,0.0,0.0,0.0
2018-07-12 02:00:00,15.55,64.58,0.0,230.0,0.0,0.0,0.0
2018-07-12 03:00:00,14.4,71.89,0.0,170.0,0.0,0.0,0.0
2018-07-12 04:00:00,13.9,74.26,0.0,110.0,0.0,0.0,0.0
2018-07-12 05:00:00,13.35,78.66,0.0,166.67,2.5,23.5,2.5
2018-07-12 06:00:00,16.1,72.2,0.0,223.33,83.5,390.0,32.5
2018-07-12 07:00:00,18.9,60.5,0.0,280.0,250.0,649.5,55.5
2018-07-12 08:00:00,20.0,58.64,0.75,20.0,437.0,781.0,69.0
2018-07-12 09:00:00,22.8,49.52,2.1,311.67,616.5,854.5,78.5
2018-07-12 10:00:00,25.6,40.23,2.6,350.0,771.0,899.0,85.0
2018-07-12 11:00:00,25.85,36.96,2.85,185.0,885.5,925.0,88.5
2018-07-12 12:00:00,27.2,31.59,3.1,30.0,950.5,931.5,94.0
2018-07-12 13:00:00,28.3,29.62,1.5,134.55,960.5,919.5,104.0
2018-07-12 14:00:00,28.85,29.77,1.5,30.0,790.5,655.0,199.5
2018-07-12 15:00:00,29.4,29.93,1.5,174.44,721.0,632.5,204.5
2018-07-12 16:00:00,28.9,29.59,2.1,120.0,658.5,739.5,135.0
2018-07-12 17:00:00,28.9,30.2,2.35,165.83,518.5,753.5,98.0
2018-07-12 18:00:00,28.3,31.9,2.6,270.0,336.0,648.5,82.5
2018-07-12 19:00:00,26.7,36.46,2.1,200.0,158.5,467.5,56.5
2018-07-12 20:00:00,25.85,40.65,1.05,200.0,26.5,137.5,16.5
2018-07-12 21:00:00,23.3,49.65,2.1,190.0,0.0,0.0,0.0
2018-07-12 22:00:00,23.9,44.53,2.6,190.0,0.0,0.0,0.0
2018-07-12 23:00:00,23.9,44.53,3.1,185.0,0.0,0.0,0.0
2018-07-13 00:00:00,22.8,47.59,3.1,180.0,0.0,0.0,0.0
2018-07-13 01:00:00,21.1,56.77,3.6,210.0,0.0,0.0,0.0
2018-07-13 02:00:00,20.55,57.78,1.8,210.0,0.0,0.0,0.0
2018-07-13 03:00:00,18.3,67.56,0.0,175.0,0.0,0.0,0.0
2018-07-13 04:00:00,17.8,72.52,0.0,140.0,0.0,0.0,0.0
2018-07-13 05:00:00,17.5,73.92,0.0,105.0,2.0,15.5,2.0
2018-07-13 06:00:00,17.8,77.91,1.5,70.0,77.5,317.0,36.5
2018-07-13 07:00:00,20.6,67.59,1.5,30.0,238.5,575.5,67.0
2018-07-13 08:00:00,21.7,62.39,0.75,30.0,417.5,697.5,90.5
2018-07-13 09:00:00,24.4,48.34,0.0,130.0,531.0,561.5,180.5
2018-07-13 10:00:00,26.1,43.69,1.5,280.0,735.5,790.5,132.0
2018-07-13 11:00:00,26.95,43.78,1.5,150.0,863.5,862.0,121.5
2018-07-13 12:00:00,28.9,38.32,2.1,340.0,928.5,869.5,130.0
2018-07-13 13:00:00,30.0,35.96,2.1,350.0,874.5,671.0,250.5
2018-07-13 14:00:00,30.3,35.35,2.1,360.0,893.5,839.5,141.0
2018-07-13 15:00:00,31.1,32.68,4.1,10.0,796.5,797.5,142.0
2018-07-13 16:00:00,30.6,32.33,2.1,60.0,529.5,362.5,271.5
2018-07-13 17:00:00,29.75,34.71,1.8,60.0,391.5,322.5,209.5
2018-07-13 18:00:00,29.4,34.64,2.1,90.0,302.5,522.0,102.5
2018-07-13 19:00:00,27.2,39.36,2.6,50.0,145.5,395.0,60.5
2018-07-13 20:00:00,26.4,41.31,1.3,50.0,24.0,115.5,16.0
2018-07-13 21:00:00,23.9,49.81,0.0,350.0,0.0,0.0,0.0
2018-07-13 22:00:00,22.8,53.23,1.5,170.0,0.0,0.0,0.0
2018-07-13 23:00:00,23.6,50.79,2.3,165.0,0.0,0.0,0.0
2018-07-14 00:00:00,23.9,53.52,2.1,167.5,0.0,0.0,0.0
2018-07-14 01:00:00,23.3,57.32,3.1,170.0,0.0,0.0,0.0
2018-07-14 02:00:00,23.05,59.37,2.85,175.0,0.0,0.0,0.0
2018-07-14 03:00:00,22.8,59.08,3.6,160.0,0.0,0.0,0.0
2018-07-14 04:00:00,22.8,57.2,3.6,170.0,0.0,0.0,0.0
2018-07-14 05:00:00,22.8,57.2,3.85,170.0,1.0,1.5,1.0
2018-07-14 06:00:00,22.2,59.32,3.6,170.0,19.0,0.0,19.0
2018-07-14 07:00:00,22.8,59.08,4.1,180.0,80.0,25.0,71.5
2018-07-14 08:00:00,22.8,60.25,3.6,185.0,97.0,0.5,96.5
2018-07-14 09:00:00,23.9,59.73,1.5,182.5,174.0,17.5,162.5
2018-07-14 10:00:00,25.6,55.71,4.1,180.0,350.0,62.5,301.5
2018-07-14 11:00:00,26.4,54.19,3.6,175.0,512.5,152.0,381.5
2018-07-14 12:00:00,28.3,49.39,3.6,140.0,335.5,30.5,307.5
2018-07-14 13:00:00,29.4,44.6,2.6,144.44,434.5,66.0,373.0
2018-07-14 14:00:00,29.4,46.22,2.35,180.0,212.5,9.0,204.5
2018-07-14 15:00:00,30.6,44.65,3.1,200.0,318.5,52.0,277.0
2018-07-14 16:00:00,30.6,47.85,3.1,200.0,337.0,72.0,287.0
2018-07-14 17:00:00,30.3,49.64,2.6,200.0,92.5,9.0,87.0
2018-07-14 18:00:00,28.9,60.89,2.1,170.0,115.0,73.0,89.5
2018-07-14 19:00:00,27.8,62.55,1.5,220.0,72.5,44.5,62.5
2018-07-14 20:00:00,27.25,63.42,2.05,195.0,10.0,5.0,9.5
2018-07-14 21:00:00,25.0,66.37,2.1,180.0,0.0,0.0,0.0
2018-07-14 22:00:00,24.4,73.69,2.6,200.0,0.0,0.0,0.0
2018-07-14 23:00:00,24.15,74.81,2.85,180.0,0.0,0.0,0.0
2018-07-15 00:00:00,23.3,84.81,3.1,170.0,0.0,0.0,0.0
2018-07-15 01:00:00,23.3,81.72,2.1,180.0,0.0,0.0,0.0
2018-07-15 02:00:00,23.03,82.97,2.43,176.67,0.0,0.0,0.0
2018-07-15 03:00:00,22.2,87.36,2.6,170.0,0.0,0.0,0.0
2018-07-15 04:00:00,22.2,87.36,4.6,200.0,0.0,0.0,0.0
2018-07-15 05:00:00,22.2,87.36,3.1,180.0,0.5,0.5,0.5
2018-07-15 06:00:00,22.2,87.36,2.6,190.0,9.0,0.0,9.0
2018-07-15 07:00:00,23.05,84.81,2.85,195.0,35.0,0.0,35.0
2018-07-15 08:00:00,24.15,80.69,2.35,190.0,212.0,114.5,155.0
2018-07-15 09:00:00,27.2,64.79,3.1,240.0,521.5,542.5,177.0
2018-07-15 10:00:00,27.8,58.41,1.5,246.67,714.0,750.5,144.5
2018-07-15 11:00:00,29.2,54.05,2.3,253.33,751.0,589.0,243.5
2018-07-15 12:00:00,31.1,45.07,2.1,260.0,797.0,554.5,289.5
2018-07-15 13:00:00,32.8,40.93,3.1,230.0,790.5,516.5,310.5
2018-07-15 14:00:00,33.05,39.63,2.3,230.0,687.5,344.0,379.5
2018-07-15 15:00:00,31.7,40.63,2.1,20.0,508.0,207.5,338.0
2018-07-15 16:00:00,33.3,38.32,2.6,350.0,638.5,710.5,142.0
2018-07-15 17:00:00,32.75,38.17,2.05,325.0,431.0,490.0,152.5
2018-07-15 18:00:00,31.7,39.1,2.6,260.0,218.5,230.0,128.0
2018-07-15 19:00:00,31.1,43.39,3.6,210.0,74.5,17.0,70.5
2018-07-15 20:00:00,29.7,48.17,2.85,175.0,11.5,5.0,11.5
2018-07-15 21:00:00,27.8,62.55,2.1,30.0,0.0,0.0,0.0
2018-07-15 22:00:00,27.8,64.92,0.0,185.0,0.0,0.0,0.0
2018-07-15 23:00:00,25.85,74.63,1.05,340.0,0.0,0.0,0.0
2018-07-16 00:00:00,23.9,84.35,0.0,201.88,0.0,0.0,0.0
2018-07-16 01:00:00,22.8,87.41,0.0,207.5,0.0,0.0,0.0
2018-07-16 02:00:00,22.8,85.82,0.0,211.67,0.0,0.0,0.0
2018-07-16 03:00:00,22.2,87.36,0.0,205.0,0.0,0.0,0.0
2018-07-16 04:00:00,21.1,87.26,1.5,290.0,0.0,0.0,0.0
2018-07-16 05:00:00,21.1,87.26,0.75,290.0,1.0,7.0,1.0
2018-07-16 06:00:00,22.2,87.36,0.0,310.0,70.5,288.5,34.0
2018-07-16 07:00:00,24.4,71.42,1.5,330.0,227.0,550.5,66.0
2018-07-16 08:00:00,25.0,68.96,0.75,330.0,407.0,690.5,86.0
2018-07-16 09:00:00,27.8,58.41,1.5,240.0,579.0,758.5,106.0
2018-07-16 10:00:00,29.4,53.23,2.1,200.0,732.0,816.5,113.5
2018-07-16 11:00:00,30.55,49.09,1.05,200.0,843.0,837.0,125.5
2018-07-16 12:00:00,33.3,41.07,3.1,80.0,908.0,846.0,133.5
2018-07-16 13:00:00,33.9,37.06,1.5,100.0,901.5,778.0,179.5
2018-07-16 14:00:00,34.15,37.24,1.5,120.0,765.0,477.5,337.0
2018-07-16 15:00:00,34.4,38.63,4.6,200.0,726.5,617.0,222.5
2018-07-16 16:00:00,34.4,37.43,2.6,200.0,594.0,565.5,198.0
2018-07-16 17:00:00,33.5,39.84,3.6,203.33,171.0,83.0,122.0
2018-07-16 18:00:00,27.87,69.45,5.0,156.67,166.5,195.0,95.5
2018-07-16 19:00:00,27.8,66.94,2.6,120.0,116.5,212.5,72.0
2018-07-16 20:00:00,27.25,70.51,1.3,120.0,20.5,68.0,16.0
2018-07-16 21:00:00,27.2,71.93,2.1,150.0,0.0,0.0,0.0
2018-07-16 22:00:00,27.2,71.93,4.6,170.0,0.0,0.0,0.0
2018-07-16 23:00:00,27.2,70.64,4.6,170.0,0.0,0.0,0.0
2018-07-17 00:00:00,26.7,71.4,4.1,170.0,0.0,0.0,0.0
2018-07-17 01:00:00,26.1,73.98,4.6,180.0,0.0,0.0,0.0
2018-07-17 02:00:00,25.85,75.09,2.3,180.0,0.0,0.0,0.0
2018-07-17 03:00:00,25.0,81.93,2.1,150.0,0.0,0.0,0.0
2018-07-17 04:00:00,25.6,76.2,1.5,170.0,0.0,0.0,0.0
2018-07-17 05:00:00,25.3,79.07,0.75,170.0,0.5,1.0,0.5
2018-07-17 06:00:00,25.0,81.93,2.1,190.0,25.0,1.0,25.0
2018-07-17 07:00:00,25.6,79.06,4.35,200.0,75.0,34.0,65.0
2018-07-17 08:00:00,24.38,83.26,4.2,275.0,75.5,12.0,70.5
2018-07-17 09:00:00,23.08,87.41,0.6,190.0,63.0,1.0,62.5
2018-07-17 10:00:00,22.8,87.41,0.38,50.0,60.5,0.0,60.5
2018-07-17 11:00:00,23.13,87.43,0.87,100.0,181.0,8.5,173.5
2018-07-17 12:00:00,24.4,84.92,2.43,150.0,163.0,5.0,158.5
2018-07-17 13:00:00,23.95,87.51,2.35,170.0,143.5,4.0,140.0
2018-07-17 14:00:00,23.6,87.51,1.42,170.0,80.0,0.0,80.0
2018-07-17 15:00:00,23.9,87.51,2.6,180.0,228.0,30.5,204.0
2018-07-17 16:00:00,24.4,84.92,2.85,185.0,338.5,83.5,281.0
2018-07-17 17:00:00,24.8,84.7,3.27,190.0,217.0,52.0,186.5
2018-07-17 18:00:00,25.0,84.47,3.1,180.0,166.5,64.5,142.0
2018-07-17 19:00:00,25.0,66.37,3.6,240.0,51.0,50.0,43.0
2018-07-17 20:00:00,23.05,71.16,3.35,240.0,18.5,77.0,13.0
2018-07-17 21:00:00,22.2,63.7,3.6,260.0,0.0,0.0,0.0
2018-07-17 22:00:00,21.7,63.17,3.6,280.0,0.0,0.0,0.0
2018-07-17 23:00:00,21.7,62.17,3.85,280.0,0.0,0.0,0.0
2018-07-18 00:00:00,21.1,63.45,2.6,300.0,0.0,0.0,0.0
2018-07-18 01:00:00,20.6,62.93,3.6,300.0,0.0,0.0,0.0
2018-07-18 02:00:00,19.75,67.82,3.35,315.0,0.0,0.0,0.0
2018-07-18 03:00:00,18.9,72.72,3.1,340.0,0.0,0.0,0.0
2018-07-18 04:00:00,18.3,77.99,2.1,10.0,0.0,0.0,0.0
2018-07-18 05:00:00,18.85,75.4,2.35,10.0,0.5,7.5,0.5
2018-07-18 06:00:00,19.4,65.6,5.1,30.0,59.5,212.5,30.0
2018-07-18 07:00:00,20.0,60.76,5.1,30.0,234.0,607.5,59.0
2018-07-18 08:00:00,20.55,58.77,4.85,25.0,423.5,758.0,74.5
2018-07-18 09:00:00,22.2,55.21,3.1,93.08,608.5,847.0,83.0
2018-07-18 10:00:00,22.8,53.23,2.1,120.0,764.5,889.5,92.5
2018-07-18 11:00:00,23.05,53.3,3.1,10.0,698.0,491.0,282.5
2018-07-18 12:00:00,25.0,50.11,3.6,50.0,894.0,792.5,170.5
2018-07-18 13:00:00,26.1,42.0,3.6,360.0,884.5,724.5,213.5
2018-07-18 14:00:00,26.4,41.27,3.85,330.0,754.0,489.0,317.0
2018-07-18 15:00:00,26.7,35.03,3.1,330.0,712.0,594.5,233.5
2018-07-18 16:00:00,27.2,28.13,5.7,340.0,705.0,897.0,79.5
2018-07-18 17:00:00,26.65,31.49,5.95,310.0,533.5,840.0,71.0
2018-07-18 18:00:00,25.6,33.33,6.2,270.0,345.5,745.0,60.0
2018-07-18 19:00:00,23.3,36.97,5.1,280.0,159.0,549.5,44.0
2018-07-18 20:00:00,22.75,36.81,4.35,295.0,25.0,180.5,14.0
2018-07-18 21:00:00,20.6,45.11,4.1,330.0,0.0,0.0,0.0
2018-07-18 22:00:00,20.0,48.75,2.6,350.0,0.0,0.0,0.0
2018-07-18 23:00:00,19.15,53.56,2.6,345.0,0.0,0.0,0.0
2018-07-19 00:00:00,16.7,67.22,2.6,340.0,0.0,0.0,0.0
2018-07-19 01:00:00,15.6,69.28,0.0,179.38,0.0,0.0,0.0
2018-07-19 02:00:00,15.0,70.58,0.0,175.0,0.0,0.0,0.0
2018-07-19 03:00:00,13.9,74.26,0.0,163.12,0.0,0.0,0.0
2018-07-19 04:00:00,13.3,80.39,0.0,102.19,0.0,0.0,0.0
2018-07-19 05:00:00,13.05,81.73,0.0,123.75,1.0,11.5,1.5
2018-07-19 06:00:00,15.0,77.48,0.0,200.0,74.0,387.0,29.0
2018-07-19 07:00:00,16.1,69.84,0.0,285.0,242.0,665.0,52.5
2018-07-19 08:00:00,17.5,66.4,0.0,306.67,432.5,799.5,66.0
2018-07-19 09:00:00,21.1,54.93,0.0,288.18,616.0,874.0,75.5
2018-07-19 10:00:00,23.9,44.53,0.0,275.45,772.5,918.0,81.0
2018-07-19 11:00:00,24.45,40.25,0.75,225.0,890.0,943.5,85.0
2018-07-19 12:00:00,25.0,34.54,1.5,260.0,958.0,955.5,87.0
2018-07-19 13:00:00,26.7,31.23,2.1,185.0,972.5,957.0,88.0
2018-07-19 14:00:00,26.7,30.71,1.05,162.5,930.5,948.5,86.0
2018-07-19 15:00:00,26.7,30.19,2.6,100.0,837.0,928.0,82.5
2018-07-19 16:00:00,28.3,29.62,2.1,300.0,699.0,892.0,78.0
2018-07-19 17:00:00,28.05,29.45,2.1,60.0,528.5,834.0,71.0
2018-07-19 18:00:00,27.8,29.28,1.5,30.0,341.5,738.5,60.0
2018-07-19 19:00:00,26.7,33.64,0.0,306.25,159.0,558.0,43.5
2018-07-19 20:00:00,24.45,41.5,0.75,240.0,23.0,165.5,12.5
2018-07-19 21:00:00,21.7,52.95,0.0,0.0,0.0,0.0,0.0
2018-07-19 22:00:00,19.4,61.02,0.0,350.0,0.0,0.0,0.0
2018-07-19 23:00:00,18.85,64.29,0.0,230.0,0.0,0.0,0.0
2018-07-20 00:00:00,17.8,69.71,0.0,110.0,0.0,0.0,0.0
